1:Date;Temperature_Comedor_Sensor;Temperature_Habitacion_Sensor;Weather_Temperature;CO2_Comedor_Sensor;CO2_Habitacion_Sensor;Humedad_Comedor_Sensor;Humedad_Habitacion_Sensor;Lighting_Comedor_Sensor;Lighting_Habitacion_Sensor;Precipitacion;Meteo_Exterior_Crepusculo;Meteo_Exterior_Viento;Meteo_Exterior_Sol_Oest;Meteo_Exterior_Sol_Est;Meteo_Exterior_Sol_Sud;Meteo_Exterior_Piranometro;Temperature_Exterior_Sensor;Humedad_Exterior_Sensor;Day_Of_Week;Temperature_Exterior_Sensor_1;Temperature_Exterior_Sensor_2;Temperature_Exterior_Sensor_3;Temperature_Exterior_Sensor_4;Temperature_Exterior_Sensor_5;Temperature_Exterior_Sensor_6;Temperature_Exterior_Sensor_7;Temperature_Exterior_Sensor_8;Temperature_Exterior_Sensor_9;Temperature_Exterior_Sensor_10;Temperature_Exterior_Sensor_11;Temperature_Exterior_Sensor_12;Temperature_Exterior_Sensor_13;Temperature_Exterior_Sensor_14;Temperature_Exterior_Sensor_15;Temperature_Exterior_Sensor_16;Temperature_Exterior_Sensor_17;Temperature_Exterior_Sensor_18;Temperature_Exterior_Sensor_19;Temperature_Exterior_Sensor_20;Temperature_Exterior_Sensor_21;Temperature_Exterior_Sensor_22;Temperature_Exterior_Sensor_23;Temperature_Exterior_Sensor_24;Temperature_Exterior_Sensor_25;Temperature_Exterior_Sensor_26;Temperature_Habitacion_Sensor_1;Temperature_Habitacion_Sensor_2;Temperature_Habitacion_Sensor_3;Temperature_Habitacion_Sensor_4;Temperature_Habitacion_Sensor_5;Temperature_Habitacion_Sensor_6;Temperature_Habitacion_Sensor_7;Temperature_Habitacion_Sensor_8;Temperature_Habitacion_Sensor_9;Temperature_Habitacion_Sensor_10;Temperature_Habitacion_Sensor_11;Temperature_Habitacion_Sensor_12;Temperature_Habitacion_Sensor_13;Temperature_Habitacion_Sensor_14;Temperature_Habitacion_Sensor_15;Temperature_Habitacion_Sensor_16;Temperature_Habitacion_Sensor_17;Temperature_Habitacion_Sensor_18;Temperature_Habitacion_Sensor_19;Temperature_Habitacion_Sensor_20;Temperature_Habitacion_Sensor_21;Temperature_Habitacion_Sensor_22;Temperature_Habitacion_Sensor_23;Temperature_Habitacion_Sensor_24;Temperature_Habitacion_Sensor_25;Temperature_Habitacion_Sensor_26;Weather_Temperature_1;Weather_Temperature_2;Weather_Temperature_3;Weather_Temperature_4;Weather_Temperature_5;Weather_Temperature_6;Weather_Temperature_7;Weather_Temperature_8;Weather_Temperature_9;Weather_Temperature_10;Weather_Temperature_11;Weather_Temperature_12;Weather_Temperature_13;Weather_Temperature_14;Weather_Temperature_15;Weather_Temperature_16;Weather_Temperature_17;Weather_Temperature_18;Weather_Temperature_19;Weather_Temperature_20;Weather_Temperature_21;Weather_Temperature_22;Weather_Temperature_23;Weather_Temperature_24;Weather_Temperature_25;Weather_Temperature_26;Meteo_Exterior_Piranometro_1;Meteo_Exterior_Piranometro_2;Meteo_Exterior_Piranometro_3;Meteo_Exterior_Piranometro_4;Meteo_Exterior_Piranometro_5;Meteo_Exterior_Piranometro_6;Meteo_Exterior_Piranometro_7;Meteo_Exterior_Piranometro_8;Meteo_Exterior_Piranometro_9;Meteo_Exterior_Piranometro_10;Meteo_Exterior_Piranometro_11;Meteo_Exterior_Piranometro_12;Meteo_Exterior_Piranometro_13;Meteo_Exterior_Piranometro_14;Meteo_Exterior_Piranometro_15;Meteo_Exterior_Piranometro_16;Meteo_Exterior_Piranometro_17;Meteo_Exterior_Piranometro_18;Meteo_Exterior_Piranometro_19;Meteo_Exterior_Piranometro_20;Meteo_Exterior_Piranometro_21;Meteo_Exterior_Piranometro_22;Meteo_Exterior_Piranometro_23;Meteo_Exterior_Piranometro_24;Meteo_Exterior_Piranometro_25;Meteo_Exterior_Piranometro_26;Lighting_Habitacion_Sensor_1;Lighting_Habitacion_Sensor_2;Lighting_Habitacion_Sensor_3;Lighting_Habitacion_Sensor_4;Lighting_Habitacion_Sensor_5;Lighting_Habitacion_Sensor_6;Lighting_Habitacion_Sensor_7;Lighting_Habitacion_Sensor_8;Lighting_Habitacion_Sensor_9;Lighting_Habitacion_Sensor_10;Lighting_Habitacion_Sensor_11;Lighting_Habitacion_Sensor_12;Lighting_Habitacion_Sensor_13;Lighting_Habitacion_Sensor_14;Lighting_Habitacion_Sensor_15;Lighting_Habitacion_Sensor_16;Lighting_Habitacion_Sensor_17;Lighting_Habitacion_Sensor_18;Lighting_Habitacion_Sensor_19;Lighting_Habitacion_Sensor_20;Lighting_Habitacion_Sensor_21;Lighting_Habitacion_Sensor_22;Lighting_Habitacion_Sensor_23;Lighting_Habitacion_Sensor_24;Lighting_Habitacion_Sensor_25;Lighting_Habitacion_Sensor_26;Meteo_Exterior_Sol_Sud_1;Meteo_Exterior_Sol_Sud_2;Meteo_Exterior_Sol_Sud_3;Meteo_Exterior_Sol_Sud_4;Meteo_Exterior_Sol_Sud_5;Meteo_Exterior_Sol_Sud_6;Meteo_Exterior_Sol_Sud_7;Meteo_Exterior_Sol_Sud_8;Meteo_Exterior_Sol_Sud_9;Meteo_Exterior_Sol_Sud_10;Meteo_Exterior_Sol_Sud_11;Meteo_Exterior_Sol_Sud_12;Meteo_Exterior_Sol_Sud_13;Meteo_Exterior_Sol_Sud_14;Meteo_Exterior_Sol_Sud_15;Meteo_Exterior_Sol_Sud_16;Meteo_Exterior_Sol_Sud_17;Meteo_Exterior_Sol_Sud_18;Meteo_Exterior_Sol_Sud_19;Meteo_Exterior_Sol_Sud_20;Meteo_Exterior_Sol_Sud_21;Meteo_Exterior_Sol_Sud_22;Meteo_Exterior_Sol_Sud_23;Meteo_Exterior_Sol_Sud_24;Meteo_Exterior_Sol_Sud_25;Meteo_Exterior_Sol_Sud_26;Meteo_Exterior_Crepusculo_1;Meteo_Exterior_Crepusculo_2;Meteo_Exterior_Crepusculo_3;Meteo_Exterior_Crepusculo_4;Meteo_Exterior_Crepusculo_5;Meteo_Exterior_Crepusculo_6;Meteo_Exterior_Crepusculo_7;Meteo_Exterior_Crepusculo_8;Meteo_Exterior_Crepusculo_9;Meteo_Exterior_Crepusculo_10;Meteo_Exterior_Crepusculo_11;Meteo_Exterior_Crepusculo_12;Meteo_Exterior_Crepusculo_13;Meteo_Exterior_Crepusculo_14;Meteo_Exterior_Crepusculo_15;Meteo_Exterior_Crepusculo_16;Meteo_Exterior_Crepusculo_17;Meteo_Exterior_Crepusculo_18;Meteo_Exterior_Crepusculo_19;Meteo_Exterior_Crepusculo_20;Meteo_Exterior_Crepusculo_21;Meteo_Exterior_Crepusculo_22;Meteo_Exterior_Crepusculo_23;Meteo_Exterior_Crepusculo_24;Meteo_Exterior_Crepusculo_25;Meteo_Exterior_Crepusculo_26
2012-03-25 19:45:00;20.8093;20.1387;15.0;208.992;210.848;48.8613;50.752;11.524;13.1027;0.0;0.65;0.0;0.0;0.0;0.0;-3.64267;17.4927;59.0987;7.0;17.7;17.914;18.1453;18.3707;18.6447;18.8733;19.1293;19.3953;19.6307;19.9193;20.2467;20.5813;20.896;21.22;21.5947;21.896;22.1333;22.212;22.2053;22.232;22.1587;22.0053;21.7827;21.5413;21.2613;20.92;20.2667;20.352;20.4267;20.5533;20.616;20.7093;20.768;20.8373;20.908;20.9627;20.9867;21.028;21.06;21.052;21.036;21.024;20.9813;20.912;20.8453;20.788;20.66;20.5707;20.4447;20.262;20.0947;19.9093;15.0;15.0;16.3333;16.5333;16.6667;17.0;17.0;17.6667;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.8667;19.0;19.0;19.2667;20.0;20.0;19.0;19.0;19.0;19.0;-3.512;-3.708;-3.77333;-3.96933;-3.96933;1.288;14.788;25.2387;84.96;165.051;217.291;269.152;320.821;373.056;423.467;472.363;519.424;564.971;607.381;646.613;683.733;713.856;743.509;768.213;792.363;810.283;13.948;12.3373;13.0213;13.198;13.1027;18.68;23.2253;22.3427;23.2067;22.9007;22.9813;23.3413;22.848;23.3413;23.5213;26.4293;32.3787;42.26;46.912;53.12;71.12;82.784;82.144;111.275;112.389;113.584;0.0;0.0;0.0;0.0;0.0;0.0;1340.42;2085.89;4859.9;7598.08;8809.47;10328.4;12419.1;15360.0;19208.9;24481.8;31253.8;38936.6;46880.1;54441.3;60937.6;67171.7;73018.0;77862.2;82875.7;87567.0;0.65;0.65;1.442;25.1567;304.939;614.016;614.4;615.211;616.384;616.725;617.237;617.579;617.877;617.92;618.176;618.603;618.859;619.2;619.712;619.84;619.84;620.181;620.48;620.779;621.12;621.632
2012-03-25 20:00:00;20.7107;20.064;15.0;209.28;211.189;49.1733;51.0133;11.5887;12.6793;0.0;0.65;0.0;0.0;0.0;0.0;-3.512;17.2827;59.5707;7.0;17.4927;17.7;17.914;18.1453;18.3707;18.6447;18.8733;19.1293;19.3953;19.6307;19.9193;20.2467;20.5813;20.896;21.22;21.5947;21.896;22.1333;22.212;22.2053;22.232;22.1587;22.0053;21.7827;21.5413;21.2613;20.1387;20.2667;20.352;20.4267;20.5533;20.616;20.7093;20.768;20.8373;20.908;20.9627;20.9867;21.028;21.06;21.052;21.036;21.024;20.9813;20.912;20.8453;20.788;20.66;20.5707;20.4447;20.262;20.0947;15.0;15.0;15.0;16.3333;16.5333;16.6667;17.0;17.0;17.6667;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.8667;19.0;19.0;19.2667;20.0;20.0;19.0;19.0;19.0;-3.64267;-3.512;-3.708;-3.77333;-3.96933;-3.96933;1.288;14.788;25.2387;84.96;165.051;217.291;269.152;320.821;373.056;423.467;472.363;519.424;564.971;607.381;646.613;683.733;713.856;743.509;768.213;792.363;13.1027;13.948;12.3373;13.0213;13.198;13.1027;18.68;23.2253;22.3427;23.2067;22.9007;22.9813;23.3413;22.848;23.3413;23.5213;26.4293;32.3787;42.26;46.912;53.12;71.12;82.784;82.144;111.275;112.389;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1340.42;2085.89;4859.9;7598.08;8809.47;10328.4;12419.1;15360.0;19208.9;24481.8;31253.8;38936.6;46880.1;54441.3;60937.6;67171.7;73018.0;77862.2;82875.7;0.65;0.65;0.65;1.442;25.1567;304.939;614.016;614.4;615.211;616.384;616.725;617.237;617.579;617.877;617.92;618.176;618.603;618.859;619.2;619.712;619.84;619.84;620.181;620.48;620.779;621.12
2012-03-25 20:15:00;20.612;19.97;14.0667;209.803;211.925;49.464;51.232;11.524;13.4433;0.0;0.65;0.0;0.0;0.0;0.0;-3.512;17.1027;59.8213;7.0;17.2827;17.4927;17.7;17.914;18.1453;18.3707;18.6447;18.8733;19.1293;19.3953;19.6307;19.9193;20.2467;20.5813;20.896;21.22;21.5947;21.896;22.1333;22.212;22.2053;22.232;22.1587;22.0053;21.7827;21.5413;20.064;20.1387;20.2667;20.352;20.4267;20.5533;20.616;20.7093;20.768;20.8373;20.908;20.9627;20.9867;21.028;21.06;21.052;21.036;21.024;20.9813;20.912;20.8453;20.788;20.66;20.5707;20.4447;20.262;15.0;15.0;15.0;15.0;16.3333;16.5333;16.6667;17.0;17.0;17.6667;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.8667;19.0;19.0;19.2667;20.0;20.0;19.0;19.0;-3.512;-3.64267;-3.512;-3.708;-3.77333;-3.96933;-3.96933;1.288;14.788;25.2387;84.96;165.051;217.291;269.152;320.821;373.056;423.467;472.363;519.424;564.971;607.381;646.613;683.733;713.856;743.509;768.213;12.6793;13.1027;13.948;12.3373;13.0213;13.198;13.1027;18.68;23.2253;22.3427;23.2067;22.9007;22.9813;23.3413;22.848;23.3413;23.5213;26.4293;32.3787;42.26;46.912;53.12;71.12;82.784;82.144;111.275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1340.42;2085.89;4859.9;7598.08;8809.47;10328.4;12419.1;15360.0;19208.9;24481.8;31253.8;38936.6;46880.1;54441.3;60937.6;67171.7;73018.0;77862.2;0.65;0.65;0.65;0.65;1.442;25.1567;304.939;614.016;614.4;615.211;616.384;616.725;617.237;617.579;617.877;617.92;618.176;618.603;618.859;619.2;619.712;619.84;619.84;620.181;620.48;620.779
2012-03-25 20:30:00;20.5147;19.8553;14.0;210.944;211.691;49.6667;51.3893;11.6867;13.184;0.0;0.65;0.0;0.0;0.0;0.0;-3.512;16.8927;60.5067;7.0;17.1027;17.2827;17.4927;17.7;17.914;18.1453;18.3707;18.6447;18.8733;19.1293;19.3953;19.6307;19.9193;20.2467;20.5813;20.896;21.22;21.5947;21.896;22.1333;22.212;22.2053;22.232;22.1587;22.0053;21.7827;19.97;20.064;20.1387;20.2667;20.352;20.4267;20.5533;20.616;20.7093;20.768;20.8373;20.908;20.9627;20.9867;21.028;21.06;21.052;21.036;21.024;20.9813;20.912;20.8453;20.788;20.66;20.5707;20.4447;14.0667;15.0;15.0;15.0;15.0;16.3333;16.5333;16.6667;17.0;17.0;17.6667;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.8667;19.0;19.0;19.2667;20.0;20.0;19.0;-3.512;-3.512;-3.64267;-3.512;-3.708;-3.77333;-3.96933;-3.96933;1.288;14.788;25.2387;84.96;165.051;217.291;269.152;320.821;373.056;423.467;472.363;519.424;564.971;607.381;646.613;683.733;713.856;743.509;13.4433;12.6793;13.1027;13.948;12.3373;13.0213;13.198;13.1027;18.68;23.2253;22.3427;23.2067;22.9007;22.9813;23.3413;22.848;23.3413;23.5213;26.4293;32.3787;42.26;46.912;53.12;71.12;82.784;82.144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1340.42;2085.89;4859.9;7598.08;8809.47;10328.4;12419.1;15360.0;19208.9;24481.8;31253.8;38936.6;46880.1;54441.3;60937.6;67171.7;73018.0;0.65;0.65;0.65;0.65;0.65;1.442;25.1567;304.939;614.016;614.4;615.211;616.384;616.725;617.237;617.579;617.877;617.92;618.176;618.603;618.859;619.2;619.712;619.84;619.84;620.181;620.48
2012-03-25 20:45:00;20.4233;19.7833;14.0;210.517;212.149;49.8107;51.5253;11.524;12.1913;0.0;0.65;0.0;0.0;0.0;0.0;-3.38133;16.6993;60.968;7.0;16.8927;17.1027;17.2827;17.4927;17.7;17.914;18.1453;18.3707;18.6447;18.8733;19.1293;19.3953;19.6307;19.9193;20.2467;20.5813;20.896;21.22;21.5947;21.896;22.1333;22.212;22.2053;22.232;22.1587;22.0053;19.8553;19.97;20.064;20.1387;20.2667;20.352;20.4267;20.5533;20.616;20.7093;20.768;20.8373;20.908;20.9627;20.9867;21.028;21.06;21.052;21.036;21.024;20.9813;20.912;20.8453;20.788;20.66;20.5707;14.0;14.0667;15.0;15.0;15.0;15.0;16.3333;16.5333;16.6667;17.0;17.0;17.6667;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.8667;19.0;19.0;19.2667;20.0;20.0;-3.512;-3.512;-3.512;-3.64267;-3.512;-3.708;-3.77333;-3.96933;-3.96933;1.288;14.788;25.2387;84.96;165.051;217.291;269.152;320.821;373.056;423.467;472.363;519.424;564.971;607.381;646.613;683.733;713.856;13.184;13.4433;12.6793;13.1027;13.948;12.3373;13.0213;13.198;13.1027;18.68;23.2253;22.3427;23.2067;22.9007;22.9813;23.3413;22.848;23.3413;23.5213;26.4293;32.3787;42.26;46.912;53.12;71.12;82.784;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1340.42;2085.89;4859.9;7598.08;8809.47;10328.4;12419.1;15360.0;19208.9;24481.8;31253.8;38936.6;46880.1;54441.3;60937.6;67171.7;0.65;0.65;0.65;0.65;0.65;0.65;1.442;25.1567;304.939;614.016;614.4;615.211;616.384;616.725;617.237;617.579;617.877;617.92;618.176;618.603;618.859;619.2;619.712;619.84;619.84;620.181
2012-03-25 21:00:00;20.314;19.694;13.8667;211.243;213.344;49.864;51.6427;11.6053;13.6067;0.0;0.65;0.0;0.0;0.0;0.0;-3.512;16.5067;60.88;7.0;16.6993;16.8927;17.1027;17.2827;17.4927;17.7;17.914;18.1453;18.3707;18.6447;18.8733;19.1293;19.3953;19.6307;19.9193;20.2467;20.5813;20.896;21.22;21.5947;21.896;22.1333;22.212;22.2053;22.232;22.1587;19.7833;19.8553;19.97;20.064;20.1387;20.2667;20.352;20.4267;20.5533;20.616;20.7093;20.768;20.8373;20.908;20.9627;20.9867;21.028;21.06;21.052;21.036;21.024;20.9813;20.912;20.8453;20.788;20.66;14.0;14.0;14.0667;15.0;15.0;15.0;15.0;16.3333;16.5333;16.6667;17.0;17.0;17.6667;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.8667;19.0;19.0;19.2667;20.0;-3.38133;-3.512;-3.512;-3.512;-3.64267;-3.512;-3.708;-3.77333;-3.96933;-3.96933;1.288;14.788;25.2387;84.96;165.051;217.291;269.152;320.821;373.056;423.467;472.363;519.424;564.971;607.381;646.613;683.733;12.1913;13.184;13.4433;12.6793;13.1027;13.948;12.3373;13.0213;13.198;13.1027;18.68;23.2253;22.3427;23.2067;22.9007;22.9813;23.3413;22.848;23.3413;23.5213;26.4293;32.3787;42.26;46.912;53.12;71.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1340.42;2085.89;4859.9;7598.08;8809.47;10328.4;12419.1;15360.0;19208.9;24481.8;31253.8;38936.6;46880.1;54441.3;60937.6;0.65;0.65;0.65;0.65;0.65;0.65;0.65;1.442;25.1567;304.939;614.016;614.4;615.211;616.384;616.725;617.237;617.579;617.877;617.92;618.176;618.603;618.859;619.2;619.712;619.84;619.84
2012-03-25 21:15:00;20.2;19.56;13.0;212.672;215.147;49.896;51.6667;11.4427;13.1027;0.0;0.65;0.0;0.0;0.0;0.0;-3.64267;16.294;61.296;7.0;16.5067;16.6993;16.8927;17.1027;17.2827;17.4927;17.7;17.914;18.1453;18.3707;18.6447;18.8733;19.1293;19.3953;19.6307;19.9193;20.2467;20.5813;20.896;21.22;21.5947;21.896;22.1333;22.212;22.2053;22.232;19.694;19.7833;19.8553;19.97;20.064;20.1387;20.2667;20.352;20.4267;20.5533;20.616;20.7093;20.768;20.8373;20.908;20.9627;20.9867;21.028;21.06;21.052;21.036;21.024;20.9813;20.912;20.8453;20.788;13.8667;14.0;14.0;14.0667;15.0;15.0;15.0;15.0;16.3333;16.5333;16.6667;17.0;17.0;17.6667;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.8667;19.0;19.0;19.2667;-3.512;-3.38133;-3.512;-3.512;-3.512;-3.64267;-3.512;-3.708;-3.77333;-3.96933;-3.96933;1.288;14.788;25.2387;84.96;165.051;217.291;269.152;320.821;373.056;423.467;472.363;519.424;564.971;607.381;646.613;13.6067;12.1913;13.184;13.4433;12.6793;13.1027;13.948;12.3373;13.0213;13.198;13.1027;18.68;23.2253;22.3427;23.2067;22.9007;22.9813;23.3413;22.848;23.3413;23.5213;26.4293;32.3787;42.26;46.912;53.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1340.42;2085.89;4859.9;7598.08;8809.47;10328.4;12419.1;15360.0;19208.9;24481.8;31253.8;38936.6;46880.1;54441.3;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;1.442;25.1567;304.939;614.016;614.4;615.211;616.384;616.725;617.237;617.579;617.877;617.92;618.176;618.603;618.859;619.2;619.712;619.84
2012-03-25 21:30:00;20.096;19.4867;13.0;213.387;217.035;49.9067;51.6507;11.524;12.4513;0.0;0.65;0.230667;0.0;0.0;0.0;-3.38133;16.1053;62.0373;7.0;16.294;16.5067;16.6993;16.8927;17.1027;17.2827;17.4927;17.7;17.914;18.1453;18.3707;18.6447;18.8733;19.1293;19.3953;19.6307;19.9193;20.2467;20.5813;20.896;21.22;21.5947;21.896;22.1333;22.212;22.2053;19.56;19.694;19.7833;19.8553;19.97;20.064;20.1387;20.2667;20.352;20.4267;20.5533;20.616;20.7093;20.768;20.8373;20.908;20.9627;20.9867;21.028;21.06;21.052;21.036;21.024;20.9813;20.912;20.8453;13.0;13.8667;14.0;14.0;14.0667;15.0;15.0;15.0;15.0;16.3333;16.5333;16.6667;17.0;17.0;17.6667;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.8667;19.0;19.0;-3.64267;-3.512;-3.38133;-3.512;-3.512;-3.512;-3.64267;-3.512;-3.708;-3.77333;-3.96933;-3.96933;1.288;14.788;25.2387;84.96;165.051;217.291;269.152;320.821;373.056;423.467;472.363;519.424;564.971;607.381;13.1027;13.6067;12.1913;13.184;13.4433;12.6793;13.1027;13.948;12.3373;13.0213;13.198;13.1027;18.68;23.2253;22.3427;23.2067;22.9007;22.9813;23.3413;22.848;23.3413;23.5213;26.4293;32.3787;42.26;46.912;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1340.42;2085.89;4859.9;7598.08;8809.47;10328.4;12419.1;15360.0;19208.9;24481.8;31253.8;38936.6;46880.1;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;1.442;25.1567;304.939;614.016;614.4;615.211;616.384;616.725;617.237;617.579;617.877;617.92;618.176;618.603;618.859;619.2;619.712
2012-03-25 21:45:00;19.9907;19.3567;13.0;215.136;220.16;49.856;51.6187;11.6053;13.46;0.0;0.65;0.134667;0.0;0.0;0.0;-3.512;15.9767;61.752;7.0;16.1053;16.294;16.5067;16.6993;16.8927;17.1027;17.2827;17.4927;17.7;17.914;18.1453;18.3707;18.6447;18.8733;19.1293;19.3953;19.6307;19.9193;20.2467;20.5813;20.896;21.22;21.5947;21.896;22.1333;22.212;19.4867;19.56;19.694;19.7833;19.8553;19.97;20.064;20.1387;20.2667;20.352;20.4267;20.5533;20.616;20.7093;20.768;20.8373;20.908;20.9627;20.9867;21.028;21.06;21.052;21.036;21.024;20.9813;20.912;13.0;13.0;13.8667;14.0;14.0;14.0667;15.0;15.0;15.0;15.0;16.3333;16.5333;16.6667;17.0;17.0;17.6667;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.8667;19.0;-3.38133;-3.64267;-3.512;-3.38133;-3.512;-3.512;-3.512;-3.64267;-3.512;-3.708;-3.77333;-3.96933;-3.96933;1.288;14.788;25.2387;84.96;165.051;217.291;269.152;320.821;373.056;423.467;472.363;519.424;564.971;12.4513;13.1027;13.6067;12.1913;13.184;13.4433;12.6793;13.1027;13.948;12.3373;13.0213;13.198;13.1027;18.68;23.2253;22.3427;23.2067;22.9007;22.9813;23.3413;22.848;23.3413;23.5213;26.4293;32.3787;42.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1340.42;2085.89;4859.9;7598.08;8809.47;10328.4;12419.1;15360.0;19208.9;24481.8;31253.8;38936.6;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;1.442;25.1567;304.939;614.016;614.4;615.211;616.384;616.725;617.237;617.579;617.877;617.92;618.176;618.603;618.859;619.2
2012-03-25 22:00:00;19.866;19.2633;12.7333;215.563;220.171;49.744;51.616;11.6053;12.6793;0.0;0.65;0.0413333;0.0;0.0;0.0;-3.57733;15.8047;61.4613;7.0;15.9767;16.1053;16.294;16.5067;16.6993;16.8927;17.1027;17.2827;17.4927;17.7;17.914;18.1453;18.3707;18.6447;18.8733;19.1293;19.3953;19.6307;19.9193;20.2467;20.5813;20.896;21.22;21.5947;21.896;22.1333;19.3567;19.4867;19.56;19.694;19.7833;19.8553;19.97;20.064;20.1387;20.2667;20.352;20.4267;20.5533;20.616;20.7093;20.768;20.8373;20.908;20.9627;20.9867;21.028;21.06;21.052;21.036;21.024;20.9813;13.0;13.0;13.0;13.8667;14.0;14.0;14.0667;15.0;15.0;15.0;15.0;16.3333;16.5333;16.6667;17.0;17.0;17.6667;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.8667;-3.512;-3.38133;-3.64267;-3.512;-3.38133;-3.512;-3.512;-3.512;-3.64267;-3.512;-3.708;-3.77333;-3.96933;-3.96933;1.288;14.788;25.2387;84.96;165.051;217.291;269.152;320.821;373.056;423.467;472.363;519.424;13.46;12.4513;13.1027;13.6067;12.1913;13.184;13.4433;12.6793;13.1027;13.948;12.3373;13.0213;13.198;13.1027;18.68;23.2253;22.3427;23.2067;22.9007;22.9813;23.3413;22.848;23.3413;23.5213;26.4293;32.3787;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1340.42;2085.89;4859.9;7598.08;8809.47;10328.4;12419.1;15360.0;19208.9;24481.8;31253.8;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;1.442;25.1567;304.939;614.016;614.4;615.211;616.384;616.725;617.237;617.579;617.877;617.92;618.176;618.603;618.859
2012-03-25 22:15:00;19.7547;19.1493;11.4;216.469;220.821;49.4747;51.4827;11.524;13.2813;0.0;0.65;0.591333;0.0;0.0;0.0;-3.512;15.5867;60.9813;7.0;15.8047;15.9767;16.1053;16.294;16.5067;16.6993;16.8927;17.1027;17.2827;17.4927;17.7;17.914;18.1453;18.3707;18.6447;18.8733;19.1293;19.3953;19.6307;19.9193;20.2467;20.5813;20.896;21.22;21.5947;21.896;19.2633;19.3567;19.4867;19.56;19.694;19.7833;19.8553;19.97;20.064;20.1387;20.2667;20.352;20.4267;20.5533;20.616;20.7093;20.768;20.8373;20.908;20.9627;20.9867;21.028;21.06;21.052;21.036;21.024;12.7333;13.0;13.0;13.0;13.8667;14.0;14.0;14.0667;15.0;15.0;15.0;15.0;16.3333;16.5333;16.6667;17.0;17.0;17.6667;18.0;18.0;18.0;18.0;18.0;18.0;18.0;18.0;-3.57733;-3.512;-3.38133;-3.64267;-3.512;-3.38133;-3.512;-3.512;-3.512;-3.64267;-3.512;-3.708;-3.77333;-3.96933;-3.96933;1.288;14.788;25.2387;84.96;165.051;217.291;269.152;320.821;373.056;423.467;472.363;12.6793;13.46;12.4513;13.1027;13.6067;12.1913;13.184;13.4433;12.6793;13.1027;13.948;12.3373;13.0213;13.198;13.1027;18.68;23.2253;22.3427;23.2067;22.9007;22.9813;23.3413;22.848;23.3413;23.5213;26.4293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1340.42;2085.89;4859.9;7598.08;8809.47;10328.4;12419.1;15360.0;19208.9;24481.8;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;1.442;25.1567;304.939;614.016;614.4;615.211;616.384;616.725;617.237;617.579;617.877;617.92;618.176;618.603
